# index, name, full_name, locality, group, is_host, _pos
4331,Petrogale mareeba,"Rugopharynx zeta (Johnston & Mawson, l939)",Queensland,Nematoda,1,"array([ 36.93394837, -89.4645367 ])"
4332,Petrogale penicillata,"Woodwardostrongylus obendorfi Mawson, l976",Queensland,Nematoda,1,"array([ 36.91305943, -91.97368089])"
4333,Petrogale persephone,"Zoniolaimus petrogale Beveridge, l983",Queensland,Nematoda,1,"array([ 35.22515392, -88.4675986 ])"
4334,Wallabia rufogrisea,"Echinococcus granulosus  (Batsch, 1786)",Australia,Cestoda,1,"array([ 41.38046819, -70.94383509])"
4335,Echinococcus hominis,,,Mammalia,0,"array([ 46.66621373, -34.5989575 ])"
4336,Echinococcus polymorphus,,,Mammalia,0,"array([ 48.23037607, -69.02088225])"
4337,Chelodina expansa,"Sigmapera cincta Nicoll, 1918",Queensland,Trematoda,1,"array([-77.83603028, -85.16248436])"
4338,Glossocercus chelodinae,,,Reptilia,0,"array([-85.08986649, -87.82143603])"
4339,Emydura macquarii,"Uterotrema kreffti Platt & Blair, 1996",Queensland,Trematoda,1,"array([-82.19001417, -88.16756921])"
4340,Egretta novaehollandiae,"Clinostomum complanatum (Rudolphi, 1810)",Queensland,Trematoda,1,"array([27.65218001, -8.62425787])"
4341,Glossocercus glandularis,,,Aves,0,"array([21.43214056, -5.32539369])"
4342,Glossocercus paracyclorchida,,,NA,0,"array([ 36.41246046, -12.1821769 ])"
4343,Hamatolepis robertsi,,,Aves,0,"array([-39.08850511,   8.46622539])"
4344,Hymenolepis aklei,,,Mammalia,0,"array([-44.63229264, -73.08179988])"
4345,Antechinus swainsonii,"Strzeleckia minor Cribb & Spratt, 1991",New South Wales,Trematoda,1,"array([-66.0909594 , -77.50334623])"
4346,Hymenolepis antechini,,,Mammalia,0,"array([-75.52760388, -81.11196261])"
4347,Hymenolepis australiensis,,,Mammalia,0,"array([ 16.3058304 , -80.08422019])"
4348,Bettongia gaimardi,"Potorostrongylus temperatus Smales, 1997",Tasmania,Nematoda,1,"array([  -1.4141623 , -128.87240617])"
4349,Hymenolepis bettongiae,,,Mammalia,0,"array([   0.41677814, -141.42708084])"
4350,Hymenolepis bradleyi,,,Mammalia,0,"array([-42.24160938, -74.52087086])"
4351,Cercartetus caudatus,"Hymenolepis cercarteti Vaucher, Beveridge & Spratt, 1984",Queensland,Cestoda,1,"array([ 484.73396589, -213.61248476])"
4352,Hymenolepis cercarteti,,,Mammalia,0,"array([ 487.27332684, -214.01035753])"
4353,Hymenolepis chenopsis,,,Aves,0,"array([ 10.66516394, -18.22721583])"
4354,Rattus sordidus,"Syphacia (Syphacia) muris (Yamaguti, 1935)",Queensland,Nematoda,1,"array([ 20.4451243 , -62.54280527])"
4355,Hymenolepis fraterna,,,NA,0,"array([ 14.29513639, -50.82627032])"
4356,Chenopsis atrata,"Hyptiasmus magnus Johnston, 1916",Victoria,Trematoda,1,"array([-520.60665106,  135.3412497 ])"
4357,Hymenolepis globulosa,,,NA,0,"array([-517.85668079,  133.76580299])"
4358,Platibis flavipes,"Hymenolepis ibidis Johnston, 1911",Australia,Cestoda,1,"array([-50.59463857, 457.33446516])"
4359,Hymenolepis ibidis,,,NA,0,"array([-47.81516348, 456.87941398])"
4360,Hymenolepis isoodontis,,,Mammalia,0,"array([-37.6486428 , -69.68424336])"
4361,Miniopterus blepotis,"Hymenolepis miniopteri Sanders, 1957",Australia,Cestoda,1,"array([ -22.74285428, -136.88114597])"
4362,Hymenolepis miniopteri,,,Mammalia,0,"array([ -18.83349115, -124.72358375])"
4363,Miniopterus schreibersii,"Renschetrema malayi Rohde, 1964",Vietnam,Trematoda,1,"array([ -15.65798379, -106.35439118])"
4364,Hymenolepis peramelidarum,,,NA,0,"array([-33.59338206, -72.78662826])"
4365,Perameles macrura,"Potorolepis peramelidarum (Nybelin, 1917)",Australia,Cestoda,1,"array([-40.50553299, -77.9222129 ])"
4366,Thylacis obesulus,"Hymenolepis peramelidarum Nybelin, 1917",Australia,Cestoda,1,"array([-41.41758948, -81.91684328])"
4367,Hymenolepis potoroi,,,Mammalia,0,"array([ -9.1750228 , -81.78180767])"
4368,Hymenolepis rapida,,,NA,0,"array([-520.05843462,  138.48969963])"
4369,Querquedula gibbonfrons,"Hymenolepis robertsi Baylis, 1934",Australia,Cestoda,1,"array([-149.27138562,  417.52960182])"
4370,Hymenolepis robertsi,,,NA,0,"array([-150.0542786 ,  420.24141763])"
4371,Varanus gouldii,"Tanqua tiara (Linstow, 1879)",Western Australia,Nematoda,1,"array([-45.8717126 , -95.87926618])"
4372,Kapsulotaenia tidswelli,,,Reptilia,0,"array([ -44.68149179, -102.74345391])"
4373,Kapsulotaenia varia,,,Reptilia,0,"array([ -54.7418317 , -101.39021949])"
4374,Galaxias truttaceus,"Ligula intestinalis (Linnaeus, 1758)",Western Australia,Cestoda,1,"array([31.80968516, -7.42145641])"
4375,Microsomacanthus chenopsis,,,NA,0,"array([ -4.6308137 , -24.70203576])"
4376,Diacypris dietzi,"Microsomacanthus chenopsis (Palmer, 1981)",South Australia,Cestoda,1,"array([-11.28356824, -28.31870826])"
4377,Monopylidium passerinum,,,Aves,0,"array([-28.89527702, -31.36860627])"
4378,Nadejdolepis burgessi,,,Aves,0,"array([-47.69675708,  11.94332277])"
4379,Nadejdolepis kinsellai,,,Aves,0,"array([-47.04418632,  10.67020397])"
4380,Nadejdolepis smith,,,Aves,0,"array([-48.83498223,   8.75785874])"
4381,Nematotaenia hylae,,,NA,0,"array([-54.6931004, -78.2063304])"
4382,Litoria novaehollandiae,"Johnpearsonia pearsoni Durette-Desset, Ben Slimane, Cassone, Barton & Chabaud, 1994",Queensland,Nematoda,1,"array([-59.78403784, -74.79331421])"
4383,Hyla ewingii,"Mesocoelium megaloon Johnston, 1912",New South Wales,Trematoda,1,"array([-40.98215927, -76.00783353])"
4384,Platyplectrum ornatum,"Johnpearsonia pearsoni Durette-Desset, Ben Slimane, Cassone, Barton & Chabaud, 1994",Queensland,Nematoda,1,"array([-60.72248368, -75.37848505])"
4385,Litoria ewingii,"Mesocoelium megaloon Johnston, 1912",Australia,Trematoda,1,"array([-42.64612747, -75.86832445])"
4386,Litoria fallax,"Nematotaenia hylae Hickman, 1960",Queensland,Cestoda,1,"array([-63.02625206, -83.7186529 ])"
4387,Litoria inermis,"Parathelandros mastigurus Baylis, 1930",Queensland,Nematoda,1,"array([-48.39806095, -79.36670727])"
4388,Litoria latopalmata,"Nematotaenia hylae Hickman, 1960",Queensland,Cestoda,1,"array([-61.53851827, -85.69053796])"
4389,Litoria pallida,"Nematotaenia hylae Hickman, 1960",Queensland,Cestoda,1,"array([-61.48645307, -82.99748995])"
4390,Litoria peronii,"Nematotaenia hylae Hickman, 1960",Queensland,Cestoda,1,"array([-60.46348903, -84.05708914])"
4391,Ranidella parinsignifera,"Nematotaenia hylae Hickman, 1960",Queensland,Cestoda,1,"array([-63.78581235, -82.02751108])"
4392,Ranidella riparia,"Nematotaenia hylae Hickman, 1960",South Australia,Cestoda,1,"array([-60.3935509 , -86.21848327])"
4393,Uperoleia rugosa,"Nematotaenia hylae Hickman, 1960",Queensland,Cestoda,1,"array([-62.54000885, -82.20176372])"
4394,Diplodactylus elderi,"Skrjabinodon parasmythi Mawson, 1971",Western Australia,Nematoda,1,"array([ -50.25478597, -117.62470144])"
4395,Oochoristica australiensis,,,Reptilia,0,"array([ -51.89702694, -121.64156527])"
4396,Diplodactylus pulcher,"Spauligodon ovifilus Bursey & Golberg, 1999",Western Australia,Nematoda,1,"array([ -46.04856556, -118.47452599])"
4397,Egernia depressa,"Pharyngodon tiliquae Baylis, 1930",Western Australia,Nematoda,1,"array([ -56.80554728, -125.37921849])"
4398,Gehyra variegata,"Skrjabinoptera goldmanae Mawson, 1970",Western Australia,Nematoda,1,"array([ -46.37504193, -111.0773991 ])"
4399,Rhynchoedura ornata,"Spauligodon ovifilus Bursey & Golberg, 1999",Western Australia,Nematoda,1,"array([ -55.82621711, -128.36007261])"
4400,Ctenophorus fordi,"Kreisiella lesueurii Jones, 1986",Western Australia,Nematoda,1,"array([ -37.47240284, -118.58732732])"
4401,Oochoristica piankai,,,Reptilia,0,"array([ -33.18534   , -108.79155272])"
4402,Ctenophorus isolepis,"Wanaristrongylus ctenoti Jones, 1987",Western Australia,Nematoda,1,"array([-21.04953522, -96.0561389 ])"
4403,Ctenophorus reticulatus,"Oochoristica piankai Bursey, Goldberg & Wooley, 1996",Western Australia,Cestoda,1,"array([ -35.30609303, -118.51094948])"
4404,Moloch horridus,"Parapharyngodon kartana (Johnston & Mawson, 1941)",Western Australia,Nematoda,1,"array([ -40.82567998, -104.42307131])"
4405,Nephrurus laevissimus,"Wanaristrongylus papangawurpae Jones, 1987",Western Australia,Nematoda,1,"array([ -40.38456224, -115.54603527])"
4406,Tiliqua rugosa,"Brachylaima cribbi Butcher & Grove, 2001",South Australia,Trematoda,1,"array([-23.66787646, -87.8982519 ])"
4407,Oochoristica trachysauri,,,NA,0,"array([-25.59710517, -92.32836365])"
4408,Austrelaps superbus,"Dolichopera macalpini Nicoll, 1918",Victoria,Trematoda,1,"array([ -47.89928351, -113.65699065])"
4409,Oochoristica vacuolata,,,NA,0,"array([ -54.64326645, -121.46013928])"
4410,Egernia whitii,"Pharyngodon tiliquae Baylis, 1930",Western Australia,Nematoda,1,"array([ -56.48158581, -119.96234577])"
4411,Pogona barbata,"Oswaldofilaria chlamydosauri (Manzanell, 1982)",Queensland,Nematoda,1,"array([ -40.85517401, -122.82969346])"
4412,Ophiotaenia amphiboluri,,,Reptilia,0,"array([ -43.08206119, -132.59849893])"
4413,Ophiotaenia gallardi,,,Reptilia,0,"array([ -53.2481772 , -122.56005773])"
4414,Ophiotaenia mjobergi,,,Reptilia,0,"array([ -54.44516625, -127.60390856])"
4415,Ophiotaenia striata,,,Reptilia,0,"array([-63.40671835, -92.27310656])"
4416,Ariopsis graeffei,"Burnellus trichofurcatus (Johnston & Angel, 1940)",Queensland,Trematoda,1,"array([89.27245535,  8.95496996])"
4417,Otobothrium mugilis,,,NA,0,"array([76.85966747,  9.00408181])"
4418,Parabisaccanthes bisacculina,,,Aves,0,"array([ -4.86786918, -20.13523518])"
4419,Lasiorhinus krefftii,"Oesophagostomoides eppingensis Smales, 1994",Queensland,Nematoda,1,"array([  66.89993283, -119.97678856])"
4420,Paramoniezia johnstoni,,,Mammalia,0,"array([  55.39308288, -102.76028648])"
4421,Lasiorhinus latifrons,"Macropostrongyloides lasiorhini (Mawson, 1955)",Australia,Nematoda,1,"array([  62.34578261, -114.93422144])"
4422,Paramoniezia suis,,,Mammalia,0,"array([  73.3798019, -129.2889646])"
4423,Phascolotaenia comani,,,Mammalia,0,"array([ 51.5486321 , -96.72175974])"
4424,Piestocystis hoplocephali,,,Reptilia,0,"array([-63.67850503, -90.8284    ])"
4425,Potorolepis aklei,,,Mammalia,0,"array([-45.00849675, -71.86722429])"
4426,Potorolepis bettongiae,,,Mammalia,0,"array([   0.68251249, -138.37088158])"
4427,Potorolepis bradleyi,,,Mammalia,0,"array([-43.1924914 , -72.41015236])"
4428,Potorolepis isoodontis,,,Mammalia,0,"array([-37.8384045 , -68.42023552])"
4429,Potorolepis peramelidarum,,,Mammalia,0,"array([-36.13848384, -69.28716776])"
4430,Potorolepis potoroi,,,Mammalia,0,"array([-10.04718175, -80.91951291])"
4431,Progamotaenia abietiformis,,,Mammalia,0,"array([ 43.43107314, -97.44368186])"
4432,Aepyprymnus rufescens,"Potorostrongylus aepyprymnus Mawson, 1974",Queensland,Nematoda,1,"array([  34.93627117, -112.08427274])"
4433,Progamotaenia aepyprymni,,,Mammalia,0,"array([  35.97614969, -122.8143921 ])"
4434,Progamotaenia bancrofti,,,Mammalia,0,"array([  42.4253266 , -100.83697534])"
4435,Onychogalea unguifera,"Labiostrongylus (Labiomultiplex) kimberleyensis Smales, 1994",Western Australia,Nematoda,1,"array([  41.18428087, -108.41481707])"
4436,Progamotaenia diaphana,,,Mammalia,0,"array([  68.04505512, -125.16902116])"
4437,Macropus agilis,"Macropotrema pertinax Blair, Beveridge & Speare, 1979",Queensland,Trematoda,1,"array([  36.33379898, -109.05806028])"
4438,Progamotaenia ewersi,,,Mammalia,0,"array([  32.26893847, -101.9944754 ])"
4439,Progamotaenia festiva,,,Mammalia,0,"array([  36.93976319, -102.29901803])"
4440,Macropus antilopinus,"Cloacina typhon Beveridge, 1998",Western Australia,Nematoda,1,"array([  38.15805933, -108.51697042])"
4441,Progamotaenia macropodis,,,Mammalia,0,"array([  33.38097097, -102.5068287 ])"
4442,Progamotaenia proterogyna,,,Mammalia,0,"array([  36.14757581, -120.77353176])"
4443,Progamotaenia queenslandensis,,,Mammalia,0,"array([ 27.04088189, -93.3878906 ])"
4444,Progamotaenia thylogale,,,Mammalia,0,"array([  30.53070656, -111.6552764 ])"
4445,Progamotaenia zschokkei,,,Mammalia,0,"array([ 35.0002216 , -96.28386537])"
4446,Petrogale inornata,"Woodwardostrongylus obendorfi Mawson, l976",Queensland,Nematoda,1,"array([ 37.49843396, -99.1300371 ])"
4447,Proteocephalus hylae,,,Amphibia,0,"array([-48.91842217, -85.89033113])"
4448,Litoria aurea,"Haematoloechus australis (Johnston, 1912)",Tasmania,Trematoda,1,"array([-50.71371567, -81.72519897])"
4449,Proterogynotaenia deblocki,,,Aves,0,"array([-48.74476491,  11.04187789])"
4450,Dromaius novaehollandiae,"Raillietina australis (Krabbe, 1869)",Western Australia,Cestoda,1,"array([ 563.2771882 , -166.37644609])"
4451,Raillietina australis,,,Aves,0,"array([ 561.61000005, -166.15913549])"
4452,Raillietina beveridgei,,,Aves,0,"array([ 564.7436727 , -168.27482436])"
4453,Casuarius casuarius,"Raillietina geraldschmidti O'Callaghan, Andrews, Davies & Spratt, 2001",Queensland,Cestoda,1,"array([192.91932337, 468.7230055 ])"
4454,Raillietina casuarii,,,Aves,0,"array([194.18135155, 466.37749102])"
4455,Raillietina celebensis,,,Mammalia,0,"array([ 26.92622383, -48.5452452 ])"
4456,Raillietina chiltoni,,,Aves,0,"array([ 561.78010175, -163.3818736 ])"
4457,Raillietina dromaius,,,Aves,0,"array([ 564.99700699, -165.12939182])"
4458,Raillietina geraldschmidti,,,Aves,0,"array([194.16538273, 471.02879133])"
4459,Raillietina mitchelli,,,Aves,0,"array([ 560.89972296, -168.76397474])"
4460,Rodentolepis australiensis,,,Mammalia,0,"array([ 15.48762668, -81.44010954])"
4461,Rodentolepis cercarteti,,,Mammalia,0,"array([ 481.73983418, -213.46319204])"
4462,Rodentolepis nana,,,Mammalia,0,"array([  8.33996398, -61.1578939 ])"
4463,Planigale maculata,"Bainechina rossiae Smales, 1999",Western Australia,Nematoda,1,"array([ -4.6786766 , -93.11313594])"
4464,Trachydosaurus rugosus,"Veversia tuberculata (Linstow, 1904)",Western Australia,Nematoda,1,"array([ -34.18736053, -104.25849719])"
4465,Sharpilia australiensis,,,NA,0,"array([ -36.86277506, -115.36975997])"
4466,Chenonetta jubata,"Sobolevicanthus dobsoni Czaplinski, 1989",Queensland,Cestoda,1,"array([-406.08815879,  335.69814109])"
4467,Sobolevicanthus dobsoni,,,Aves,0,"array([-405.03216616,  333.96583478])"
4468,Sobolevicanthus terraereginae,,,Aves,0,"array([-31.70329698,   0.78848679])"
4469,Sparganum mansoni,,,Mammalia,0,"array([ 10.13982983, -41.35793873])"
4470,Spirometra erinacei,,,Mammalia,0,"array([ 14.46051302, -52.76686729])"
4471,Dasyurus hallucatus,"Neodiplostomum flabelliformis (Pearson & Dubois, 1985)",Western Australia,Trematoda,1,"array([ 39.47098883, -86.30791041])"
4472,Litoria rubella,"Parathelandros mastigurus Baylis, 1930",Queensland,Nematoda,1,"array([-18.54309828, -67.37720608])"
4473,Ornithorhynchus anatinus,"Moreauia mirabilis Johnston, 1915",New South Wales,Trematoda,1,"array([ 13.844086  , -75.24499904])"
4474,Tachyglossus aculeatus,"Parapharyngodon anomalus Hobbs, 1996",Western Australia,Nematoda,1,"array([  6.50824286, -68.43868598])"
4475,Spirometra mansoni,,,NA,0,"array([ 13.79234938, -50.13166225])"
4476,Triodontolepis miniopteri,,,Mammalia,0,"array([ -21.14407974, -119.6211456 ])"
4477,Petrogale lateralis,"Rugopharynx rho Beveridge & Chilton, 1999",Western Australia,Nematoda,1,"array([  31.58091342, -106.41491619])"
4478,Triplotaenia fimbriata,,,Mammalia,0,"array([  28.95100418, -117.25713607])"
4479,Triplotaenia mirabilis,,,Mammalia,0,"array([  1.41898623, -99.41563329])"
4480,Triplotaenia undosa,,,Mammalia,0,"array([  45.46827434, -104.30509429])"
4481,Vampirolepis nana,,,Mammalia,0,"array([ 17.88790688, -57.07957196])"
4482,Bathybothrium rectangulum,,,Teleostei,0,"array([41.57828935, -2.01180626])"
4483,Caryophyllaeus brachycollis,,,Teleostei,0,"array([36.11523613, -1.80658388])"
4484,Coregonus wartmanni,"Proteocephalus longicollis (Zeder, 1800)",Austria,Cestoda,1,"array([41.86529675,  8.64964426])"
4485,Microtus arvalis,"Notocotylus neyrai Castro, 1945",Spain + Andalusia,Trematoda,1,"array([ 14.9858956 , -51.51382198])"
4486,Hymenolepis diaphana,,,Mammalia,0,"array([-11.39092412, -65.11224159])"
4487,Hymenolepis erinacei,,,Mammalia,0,"array([ -1.46701233, -57.02849083])"
4488,Hymenolepis singularis,,,Mammalia,0,"array([-11.10805547, -63.18503452])"
4489,Khawia coregoni,,,Teleostei,0,"array([56.77925187,  7.33546123])"
4490,Mesocestoides litteratus,,,Mammalia,0,"array([  7.74679953, -36.38713308])"
4491,Molluscotaenia crassiscolex,,,Mammalia,0,"array([  0.08118667, -63.34776074])"
4492,Multiceps multiceps,,,Mammalia,0,"array([ 31.20854662, -49.14753251])"
4493,Neoskrjabinolepis schaldybini,,,Mammalia,0,"array([ -8.96415447, -65.48523134])"
4494,Hippopotamus amphibius,"Gigantocotyle gigantocotyle (Brandes, 1896)",Zimbabwe,Trematoda,1,"array([ 70.09806153, -85.99320239])"
4495,Triaenophorus lucii,,,Teleostei,0,"array([30.18499953,  4.7275159 ])"
4496,Aristichthys nobilis,"Sanguinicola armata Plehn, 1905",United States,Trematoda,1,"array([42.10902575, -8.31377073])"
4497,Blaps lethifera,"Choanotaenia infundibulum Bloch, 1779",Azerbaidzan,Cestoda,1,"array([-20.61130268, -47.49502816])"
4498,Choanotaenia infundibulum,,,Aves,0,"array([-10.9815432 , -33.79557434])"
4499,Diploposthe skrjabini,,,NA,0,"array([ 11.51259747, -10.58816103])"
4500,Nyroca rufa,"Diploposthe skrjabini Mathevossian, 1942",Azerbaidzan,Cestoda,1,"array([18.76437051, -9.81763029])"
4501,Arvicola amphibius,"Corrigia vitta (Dujardin, 1845)",Western Europe,Trematoda,1,"array([ 14.42808997, -48.4378178 ])"
4502,Phoenicopterus roseus,"Parabiglandatrium liguloides (Gervais, 1847)",Kazakstan,Cestoda,1,"array([-37.55481812,  21.10831425])"
4503,Leptotaenia skrjabini,,,Aves,0,"array([-49.06365136,  28.77639233])"
4504,Mesocestoides petrowi,,,Reptilia,0,"array([  8.4335443 , -46.47557496])"
4505,Paradilepis scolecina,,,Aves,0,"array([32.99111291, -5.49591366])"
4506,Rodentolepis awetjanae,,,Mammalia,0,"array([ 34.01716933, -62.43436219])"
4507,Oryctes nasicornis,"Thelastoma gallicum Theodorides, 1955",Western Europe,Nematoda,1,"array([ -8.03647467, -68.29017418])"
4508,Skrjabinia cesticillus,,,Aves,0,"array([-18.38381481, -45.58426225])"
4509,Tenturia tessulata,"Skrjabinia cesticillus (Molin, 1858)",Azerbaidzan,Cestoda,1,"array([-31.48390946, -55.47063427])"
4510,Taeniarhynchus saginatus,,,Mammalia,0,"array([ 37.20809413, -39.46555674])"
4511,Cladotaenia globifera,,,NA,0,"array([  1.55952556, -41.76812532])"
4512,Hymenolepis straminea,,,Mammalia,0,"array([ 14.34085965, -61.45700422])"
4513,Mosgovoyia ctenoides,,,Mammalia,0,"array([ 29.97820733, -59.2515619 ])"
4514,Neoctenotaenia ctenoides,,,Mammalia,0,"array([ 32.33146363, -60.70433444])"
4515,Otiditaenia conoideis,,,Aves,0,"array([-51.99939565,   7.41813616])"
4516,Anoplocephaloides arfaai,,,Mammalia,0,"array([  5.51787895, -59.73608835])"
4517,Podarcis pityusensis,"Paradistomum mutabile (Molin, 1859)",Balearic Islands,Trematoda,1,"array([ -0.73318039, -37.23569827])"
4518,Diplopylidium acanthotetra,,,Reptilia,0,"array([  8.9337886 , -41.25096276])"
4519,Gallegoides arfaai,,,NA,0,"array([  7.44103277, -52.53943497])"
4520,Hymenolepis brusatae,,,Mammalia,0,"array([ -6.64036176, -59.96587155])"
4521,Eliomys quercinus,"Postorchigenes gymnesicus Mas-Coma, Bargues & Esteban, 1981",Spain + Andalusia,Trematoda,1,"array([ 10.84980382, -66.77175701])"
4522,Hymenolepis myoxi,,,Mammalia,0,"array([  5.43041452, -77.48351288])"
4523,Joyeuxiella pasqualei,,,Mammalia,0,"array([ 17.39672779, -44.44638028])"
4524,Nematotaenia tarentolae,,,Reptilia,0,"array([ -8.39551895, -43.60486436])"
4525,Lacerta schreiberi,"Plagiorchis (Metaplagiorchis) molini Lent & Freitas, 1940",Spain + Andalusia,Trematoda,1,"array([-10.88570823, -45.98681494])"
4526,Oochoristica gallica,,,NA,0,"array([ -5.63155306, -39.91797463])"
